Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,Congruency,Practice
161,1713513390038,19/04/2024 07:56:30,1713513389962,-4,19/04/2024 03:56:29,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,55,64,1,Screen 1,fixation,fixation,500.29999999998836,,,,,0,1,0,,,,,1,Trials,REDyellow.jpg,red,0,0
162,1713513392585,19/04/2024 07:56:32,1713513392508,-4,19/04/2024 03:56:32,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,55,64,2,Screen 2,buttona,response_keyboard,2537,,,red,1,1,0,0,,,,,1,Trials,REDyellow.jpg,red,0,0
163,1713513393068,19/04/2024 07:56:33,1713513392995,-4,19/04/2024 03:56:32,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,61,65,1,Screen 1,fixation,fixation,499.8999999999942,,,,,0,1,0,,,,,1,Trials,REDred.jpg,red,1,0
164,1713513393714,19/04/2024 07:56:33,1713513393649,-4,19/04/2024 03:56:33,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,61,65,2,Screen 2,buttona,response_keyboard,644.0999999642372,,,red,1,1,0,0,,,,,1,Trials,REDred.jpg,red,1,0
165,1713513394224,19/04/2024 07:56:34,1713513394145,-4,19/04/2024 03:56:34,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,104,66,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,REDred.jpg,red,1,0
166,1713513394575,19/04/2024 07:56:34,1713513394512,-4,19/04/2024 03:56:34,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,104,66,2,Screen 2,buttona,response_keyboard,359.5,,,red,1,1,0,0,,,,,1,Trials,REDred.jpg,red,1,0
167,1713513395070,19/04/2024 07:56:35,1713513394999,-4,19/04/2024 03:56:34,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,26,67,1,Screen 1,fixation,fixation,499.80000000001746,,,,,0,1,0,,,,,1,Trials,YELLOWyellow.jpg,yellow,1,0
168,1713513396437,19/04/2024 07:56:36,1713513396370,-4,19/04/2024 03:56:36,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,26,67,2,Screen 2,buttona,response_keyboard,1362.5,,,yellow,1,1,0,0,,,,,1,Trials,YELLOWyellow.jpg,yellow,1,0
169,1713513396936,19/04/2024 07:56:36,1713513396861,-4,19/04/2024 03:56:36,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,99,68,1,Screen 1,fixation,fixation,499.8999999999942,,,,,0,1,0,,,,,1,Trials,REDblue.jpg,red,0,0
170,1713513397740,19/04/2024 07:56:37,1713513397672,-4,19/04/2024 03:56:37,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,99,68,2,Screen 2,buttona,response_keyboard,803.1999999880791,,,red,1,1,0,0,,,,,1,Trials,REDblue.jpg,red,0,0
